Transaction Date,Sales Quantity,Price,Discounts,Inventory Level,Economic Indicator,Holiday,Competitor Price,Market Trend,Product SKU_Levis,Product SKU_Wrangler,Store ID_Store1,Store ID_Store2,Product Category_Shirts,Product Category_Jeans,Weather Condition_Rainy,Weather Condition_Snowy,Weather Condition_Sunny
8/8/2000,79,282.75,10,192,1.45,0,32.16,1.17,0,0,1,0,0,1,0,1,0
8/9/2000,84,114.47,5,302,0.57,0,29.18,1.14,0,0,1,0,0,1,0,0,0
8/10/2000,84,347.17,10,146,1.09,0,279.94,1.14,0,1,0,0,0,1,0,0,1
8/11/2000,84,480.26,5,408,0.99,1,253.44,0.92,0,0,0,1,0,0,0,0,1
8/12/2000,79,234.63,5,484,1.34,1,490.25,1.08,0,0,1,0,0,1,1,0,0
8/13/2000,77,266.25,20,89,1,0,154.26,1.11,0,1,0,0,1,0,0,0,0
8/14/2000,74,127.51,15,278,0.97,1,299.2,1.16,0,0,1,0,1,0,0,0,0
8/15/2000,76,447.02,15,246,1.38,0,258.27,0.91,1,0,1,0,0,1,0,1,0
8/16/2000,79,485.88,0,220,1.46,0,272.51,1.1,1,0,0,0,0,1,1,0,0
8/17/2000,79,395.29,10,369,1.05,0,333.24,0.89,0,0,0,0,1,0,0,1,0
8/18/2000,81,275.96,20,440,0.95,0,273.42,0.81,0,1,1,0,0,1,0,1,0
8/19/2000,82,478.83,10,51,1.33,1,13.4,0.99,1,0,0,1,1,0,0,0,1
8/20/2000,82,85.39,0,335,1.33,1,423.42,1.11,0,1,0,0,1,0,0,0,1
8/21/2000,81,244.46,0,101,0.82,1,108.57,0.89,0,1,0,1,0,0,1,0,0
8/22/2000,81,273.43,20,406,1.08,1,123.27,0.82,1,0,1,0,0,0,0,1,0
8/23/2000,79,251.04,0,152,0.65,1,327.51,0.95,0,1,1,0,1,0,0,0,0
8/24/2000,76,403.18,20,82,1.14,0,244.1,0.88,1,0,1,0,0,1,0,0,0
8/25/2000,74,338.5,0,314,1.33,0,291.5,0.95,0,0,1,0,1,0,0,0,1
8/26/2000,67,72.06,15,60,0.69,1,253.77,1.17,0,0,1,0,1,0,0,1,0
8/27/2000,76,179.76,20,429,0.82,0,214.75,1.1,0,0,1,0,0,1,0,0,1
8/28/2000,70,176.15,15,125,0.95,1,246.82,0.95,0,0,0,1,0,0,0,0,1
8/29/2000,72,287.16,15,443,1.35,0,79.13,0.93,1,0,0,0,1,0,1,0,0
8/30/2000,72,152.81,20,103,1.23,1,484.96,1.17,1,0,1,0,0,0,0,1,0
8/31/2000,73,67.46,10,380,0.82,1,291.63,1.16,1,0,0,0,0,1,0,0,1
9/1/2000,70,330.3,5,146,0.74,1,150.54,1.04,1,0,0,1,0,0,0,1,0
9/2/2000,76,427.01,0,197,1.2,0,359.29,0.94,0,0,1,0,0,1,0,1,0
9/3/2000,75,466.49,0,54,0.98,0,441.25,1.12,0,0,1,0,0,1,0,1,0
9/4/2000,71,486.56,10,329,1.09,0,155.27,1.07,0,1,0,0,0,0,0,0,0
9/5/2000,73,392.75,5,465,1.15,0,169.01,1.03,0,1,0,0,1,0,0,0,1
9/6/2000,74,78.45,10,336,1.06,0,224.89,1.1,0,0,0,0,1,0,0,1,0
9/7/2000,67,428.02,5,155,1.11,1,116.47,0.85,0,0,1,0,0,1,1,0,0
9/8/2000,68,205.98,20,93,1.39,0,406.8,1.17,0,1,0,0,0,0,1,0,0
9/9/2000,68,367.66,20,255,1.37,1,296.25,1.19,0,0,0,0,0,0,0,0,1
9/10/2000,70,270.32,15,452,0.65,0,37.95,0.94,0,0,0,1,0,0,1,0,0
9/11/2000,72,416.02,15,329,1.09,0,498.38,1.18,0,1,1,0,0,0,0,0,0
9/12/2000,72,218.5,20,167,0.94,0,291.74,1.12,1,0,1,0,0,1,1,0,0
9/13/2000,73,40.28,15,317,0.79,1,446.07,1.18,1,0,1,0,0,0,0,0,1
9/14/2000,73,282.84,20,227,1.13,0,255.79,1.17,0,0,0,0,0,0,0,1,0
9/15/2000,69,93.93,10,390,1.01,0,295.4,0.88,1,0,0,1,1,0,0,0,0
9/16/2000,62,483.1,0,420,1.27,0,232.69,0.9,0,0,0,0,0,1,0,0,1
9/17/2000,73,268.21,20,277,0.59,1,217.15,0.9,0,0,1,0,0,0,0,0,1
9/18/2000,72,281.24,20,330,0.8,0,116.97,0.84,0,0,0,0,0,0,1,0,0
9/19/2000,80,454.56,20,484,0.53,0,481.44,0.96,0,1,1,0,0,1,0,0,1
9/20/2000,81,316.05,15,166,1.25,1,99.07,0.95,0,0,0,0,0,1,0,1,0
9/21/2000,82,158.34,15,191,1.41,0,267.94,0.94,0,1,0,0,1,0,0,0,1
9/22/2000,82,155.09,15,121,1.09,1,52.68,0.94,0,1,1,0,0,1,0,0,1
9/23/2000,87,255.77,15,78,1.12,1,496.75,0.82,0,0,0,0,0,0,0,1,0
9/24/2000,82,434.64,10,74,0.55,0,282.28,0.87,0,1,1,0,1,0,0,0,1
9/25/2000,84,399.42,20,136,1,1,409.15,0.92,1,0,0,0,0,0,0,1,0
9/26/2000,86,481.74,10,236,1.03,1,285.84,1.16,0,1,0,0,0,1,0,1,0
9/27/2000,82,45.22,15,149,0.54,0,404.44,1.17,0,0,0,0,0,1,1,0,0
9/28/2000,80,141.48,10,490,1.28,0,271.86,0.91,1,0,1,0,0,1,0,0,1
9/29/2000,84,49.3,20,304,0.78,0,228.04,1.08,0,0,0,0,1,0,0,0,0
9/30/2000,85,378.03,20,445,1.22,0,233.39,1.14,0,0,0,0,0,0,0,0,0
10/1/2000,85,79.01,15,227,0.9,1,11.15,1,1,0,0,1,0,0,0,1,0
10/2/2000,88,58.94,20,189,1.5,1,191.62,1.1,0,0,0,1,1,0,0,0,1
10/3/2000,85,285.22,10,131,0.71,1,476.45,1.19,1,0,1,0,0,1,1,0,0
10/4/2000,81,211.63,5,405,0.56,1,341.03,0.86,0,0,1,0,0,0,1,0,0
10/5/2000,76,360.4,20,481,1.48,1,460.47,0.83,0,0,1,0,0,1,1,0,0
10/6/2000,75,248.64,10,483,0.74,0,108.13,1.06,1,0,1,0,0,1,0,1,0
10/7/2000,69,218.41,10,68,1.14,0,250.67,1,0,0,0,0,0,0,1,0,0
10/8/2000,75,218.5,10,417,0.87,0,26.9,0.92,0,0,0,0,0,1,0,0,0
10/9/2000,76,437.22,20,304,1.14,1,341.76,1.17,0,0,1,0,0,0,0,0,1
10/10/2000,73,203.66,5,102,1.1,0,394.17,1.14,0,0,1,0,0,0,0,0,1
10/11/2000,68,173.36,15,84,1.21,0,376.42,0.91,0,0,0,1,1,0,0,0,0
10/12/2000,72,175.88,15,418,0.52,0,52.52,1.11,0,0,1,0,0,0,0,1,0
10/13/2000,67,106.33,20,204,1.34,1,131.29,1.13,0,1,0,1,1,0,0,0,1
10/14/2000,75,431.74,20,116,0.98,1,331.36,0.93,0,0,1,0,0,1,0,1,0
10/15/2000,82,81.85,0,279,1.02,0,381.91,0.84,0,0,1,0,1,0,1,0,0
10/16/2000,82,455.22,5,100,0.91,1,144.36,1.14,1,0,0,0,0,1,0,1,0
10/17/2000,84,148.9,10,410,1.49,0,209.06,0.84,0,0,1,0,1,0,0,0,0
10/18/2000,86,450.72,10,452,1.3,1,182.12,0.99,0,1,0,1,0,1,0,1,0
10/19/2000,81,397.5,15,92,0.81,1,12.24,0.88,0,1,0,0,0,0,0,0,1
10/20/2000,81,295.17,20,84,1.28,0,292.49,1.17,0,1,0,1,1,0,0,0,1
10/21/2000,81,338.04,5,64,0.94,0,337.87,0.84,1,0,1,0,0,0,1,0,0
10/22/2000,79,169.66,15,193,1.37,1,145.45,0.85,0,0,0,0,0,0,0,0,1
10/23/2000,76,291.37,5,404,0.53,0,347.01,1.08,0,0,0,1,0,1,0,0,0
10/24/2000,77,153.28,20,118,0.86,0,128.95,0.88,0,0,1,0,0,1,0,0,0
10/25/2000,71,207.11,10,248,0.93,1,360.61,0.85,1,0,0,1,0,1,0,0,1
10/26/2000,70,384.68,0,134,1.24,0,234.02,0.87,1,0,1,0,0,1,0,0,1
10/27/2000,68,129.53,5,218,0.68,0,437.25,1.04,0,0,0,1,1,0,0,0,1
10/28/2000,73,421.03,10,487,0.79,1,276.92,0.89,0,1,1,0,0,0,0,0,1
10/29/2000,78,194.18,5,242,1.22,0,100.48,0.95,0,1,0,1,0,1,1,0,0
10/30/2000,83,270.76,5,79,0.58,0,412.79,1.14,0,0,0,0,0,0,1,0,0
10/31/2000,85,471.56,5,196,0.7,0,391.06,0.87,1,0,1,0,1,0,1,0,0
11/1/2000,86,343.82,20,137,1.25,1,51.27,1.13,1,0,1,0,0,1,1,0,0
11/2/2000,85,326.35,15,351,1.38,1,33.54,1.11,0,0,0,1,1,0,1,0,0
11/3/2000,81,358.69,5,365,1.23,0,76.78,1.13,0,0,1,0,1,0,0,0,1
11/4/2000,74,459.87,20,128,1.03,1,424.2,0.94,0,0,0,0,0,0,0,1,0
11/5/2000,75,131.77,0,276,0.6,1,166.99,0.99,0,1,0,1,0,0,1,0,0
11/6/2000,76,310.49,15,73,1.33,1,257.33,1.08,0,1,0,1,1,0,0,1,0
11/7/2000,79,206.19,20,469,0.62,0,305.45,0.81,0,1,0,1,1,0,1,0,0
11/8/2000,78,15.81,0,226,0.89,0,374.31,1.07,0,0,0,0,0,1,0,1,0
11/9/2000,81,71.4,15,236,0.55,0,416.68,0.85,0,0,0,0,0,0,0,0,1
11/10/2000,80,169.25,20,319,1.21,0,262.77,0.92,0,0,1,0,1,0,0,0,1
11/11/2000,78,286.85,0,263,1,1,213.72,1.12,0,1,0,1,1,0,0,0,0
11/12/2000,73,441.92,20,344,1.41,1,106.01,1.05,0,1,0,0,0,0,0,0,1
11/13/2000,73,397.65,0,313,0.64,0,307.68,1.05,0,0,1,0,1,0,0,0,0
11/14/2000,70,281.13,5,225,1.32,0,279.44,0.89,1,0,0,0,0,1,0,1,0
11/15/2000,72,46.2,5,129,1.01,0,152.67,1.07,1,0,0,0,1,0,1,0,0
11/16/2000,79,150.09,15,287,0.87,1,228.64,0.85,0,1,0,0,1,0,0,0,1
11/17/2000,81,189.69,0,130,1.14,1,372.43,1.19,0,0,1,0,0,0,0,0,0
11/18/2000,83,314.64,5,246,1.29,1,317.27,0.9,0,1,0,0,0,0,0,1,0
11/19/2000,85,41.81,15,346,0.94,1,246.05,1.13,1,0,0,0,0,1,1,0,0
11/20/2000,79,269.79,10,340,0.73,1,143.44,1.17,0,1,0,0,1,0,0,0,1
11/21/2000,76,451.72,5,497,1.42,0,337.32,0.87,1,0,0,1,0,1,1,0,0
11/22/2000,77,355.66,5,230,0.81,1,317.55,0.8,1,0,0,0,1,0,1,0,0
11/23/2000,77,400.57,20,103,1.5,0,234.53,1.15,1,0,0,1,1,0,0,0,1
11/24/2000,76,344.02,10,214,1.27,0,126.88,1.11,0,0,0,0,0,0,0,0,0
11/25/2000,79,111.23,0,485,1.19,1,95.69,0.86,0,0,0,1,0,1,0,0,1
11/26/2000,77,64.14,15,67,0.51,0,176.31,1.13,0,1,0,0,1,0,0,0,0
11/27/2000,73,416.45,10,326,0.95,1,455.27,1.12,1,0,0,1,1,0,0,0,0
11/28/2000,70,350.8,0,305,1,1,379.4,0.98,0,0,0,1,0,0,1,0,0
11/29/2000,64,291.78,5,347,0.88,0,446.62,1.18,0,1,0,1,0,0,0,0,0
11/30/2000,65,102.75,15,370,0.65,1,422.87,1.03,0,1,0,0,0,0,0,0,0
12/1/2000,62,305.64,15,185,0.87,0,234.85,0.98,0,1,1,0,0,1,0,0,1
12/2/2000,63,25.35,10,261,0.57,0,269.92,0.81,0,1,0,1,0,1,0,0,0
12/3/2000,69,68.23,20,290,0.79,1,93.1,1.18,0,1,0,1,1,0,0,0,1
12/4/2000,72,162.83,0,163,0.58,1,363.23,0.85,0,0,0,1,0,1,0,0,1
12/5/2000,78,227.43,10,406,1.25,0,216.75,0.92,1,0,0,1,0,0,0,1,0
12/6/2000,81,69.08,20,472,1.17,0,89.02,1.09,0,1,0,1,0,0,0,0,0
12/7/2000,85,68.77,20,366,1.44,0,56.72,0.8,0,0,1,0,0,1,0,0,1
12/8/2000,85,365.69,20,493,0.88,1,351.11,1.02,1,0,0,0,1,0,0,0,1
12/9/2000,84,289.16,15,246,1.29,1,246.28,0.86,0,0,1,0,1,0,1,0,0
12/10/2000,78,271.53,0,236,1.09,0,14.41,0.81,0,1,0,0,1,0,0,0,0
12/11/2000,80,231.69,0,315,1.15,1,414.01,1.06,0,0,1,0,1,0,0,0,0
12/12/2000,76,488.51,10,240,1.05,0,313.54,1.04,0,0,0,0,0,0,1,0,0
12/13/2000,74,34.4,5,312,1.28,1,28.8,1.09,0,0,0,1,0,1,0,0,1
12/14/2000,75,98.51,10,84,0.54,1,159.3,1.05,1,0,0,0,0,0,1,0,0
12/15/2000,75,327.28,0,396,0.58,1,363.98,0.98,1,0,0,0,1,0,0,1,0
12/16/2000,76,76.82,15,91,0.6,0,38.92,0.99,0,0,0,1,1,0,0,0,1
12/17/2000,80,298.8,10,262,0.79,0,370.76,0.89,0,0,0,1,0,0,0,0,0
12/18/2000,83,288.2,5,137,1.09,1,257.4,0.83,0,1,0,0,1,0,1,0,0
12/19/2000,85,485.79,10,334,1.15,0,393.6,1.14,0,1,0,0,0,0,1,0,0
12/20/2000,89,442.86,20,204,1.21,1,429.07,1.08,0,0,0,1,0,0,0,0,1
12/21/2000,88,473.32,5,343,0.78,1,386.2,0.85,0,0,1,0,0,0,1,0,0
12/22/2000,84,65.67,20,307,1.15,1,48.26,0.91,0,0,0,1,0,0,1,0,0
12/23/2000,83,435.39,15,74,0.62,0,235.58,1.15,0,0,0,0,1,0,0,0,0
12/24/2000,84,73.25,0,243,0.51,0,166.18,1.18,0,1,0,0,1,0,1,0,0
12/25/2000,83,320.14,10,343,1.19,1,259.16,1.12,0,1,0,0,1,0,0,0,1
12/26/2000,80,362.84,10,108,1.22,1,483.24,1.03,0,1,0,1,0,1,0,0,1
12/27/2000,80,88.82,20,155,1.12,1,70.95,1.15,0,0,0,1,0,0,1,0,0
12/28/2000,74,320,20,56,0.76,0,434.14,1.05,0,1,1,0,0,1,1,0,0
12/29/2000,76,35.71,0,226,1.43,0,495.52,1.08,1,0,0,0,0,0,0,0,0
12/30/2000,75,153.7,10,245,1.38,1,495.11,1.13,0,0,0,0,0,0,1,0,0
12/31/2000,75,461.37,0,413,1.02,1,400.38,0.94,0,1,0,1,1,0,0,0,1
1/1/2001,77,94.15,20,281,1.49,0,238.13,1.11,0,0,0,0,0,0,1,0,0
1/2/2001,79,41.98,20,346,0.8,1,97.22,0.88,0,0,1,0,0,1,1,0,0
1/3/2001,75,227.4,5,251,0.99,0,308.02,0.88,1,0,0,1,1,0,1,0,0
1/4/2001,72,426.8,20,484,1.43,0,309.08,1.12,1,0,0,0,1,0,0,1,0
1/5/2001,67,47.57,20,410,0.96,0,165.05,1.03,0,0,0,1,0,0,0,1,0
1/6/2001,67,184.21,0,269,0.97,0,312.24,0.97,0,0,0,1,1,0,1,0,0
1/7/2001,71,450.89,5,399,0.58,0,67.11,1.01,0,0,1,0,0,1,1,0,0
1/8/2001,76,67.9,5,329,0.71,1,320.66,1.19,0,0,0,1,0,0,0,1,0
1/9/2001,81,162.23,10,341,0.66,1,449.39,1.16,1,0,0,0,0,1,0,0,0
1/10/2001,82,391.43,15,385,1.07,1,241.31,1,0,0,1,0,1,0,1,0,0
1/11/2001,80,276.17,10,443,0.82,1,384.64,1.02,0,0,0,1,0,1,1,0,0
1/12/2001,80,417.84,10,326,0.58,1,321.46,1.05,1,0,0,0,0,1,0,0,0
1/13/2001,77,64.68,10,332,1.01,1,11.5,1.12,0,0,0,1,1,0,0,0,1
1/14/2001,72,461.07,5,360,1.17,1,69.78,1.15,1,0,0,1,0,0,0,1,0
1/15/2001,77,468.11,0,134,1.24,0,389.67,0.86,0,1,1,0,0,0,0,1,0
1/16/2001,77,86.1,20,268,1.34,0,29.82,1.05,0,0,1,0,1,0,0,0,0
1/17/2001,79,26.6,5,438,0.98,0,478.56,0.89,0,0,1,0,0,0,0,1,0
1/18/2001,79,495.02,20,422,0.89,1,448.1,1.05,0,0,1,0,0,1,0,0,1
1/19/2001,79,246.3,20,276,1.18,1,187.56,0.87,0,1,0,0,1,0,0,0,1
1/20/2001,78,290.32,15,364,0.51,0,162.09,1.12,0,0,0,1,1,0,0,1,0
1/21/2001,78,311.79,10,469,1.13,0,310.34,1.06,1,0,1,0,0,0,0,0,1
1/22/2001,77,396.94,15,379,0.91,1,309.78,1.15,0,0,0,0,0,0,0,0,1
1/23/2001,79,407.87,10,339,0.95,1,53.63,1.18,0,1,1,0,1,0,0,0,1
1/24/2001,81,105.02,5,101,0.8,0,115.54,1.17,0,1,0,1,1,0,1,0,0
1/25/2001,83,125.95,20,439,0.63,0,321.87,0.86,0,0,1,0,1,0,0,0,0
1/26/2001,83,439.65,15,191,0.9,1,402.38,0.95,0,0,0,1,1,0,0,1,0
1/27/2001,85,411.56,5,108,0.81,1,104.08,0.99,0,0,0,1,0,1,1,0,0
1/28/2001,82,312.63,5,106,1.46,1,353.95,1.12,0,1,0,0,0,1,0,1,0
1/29/2001,81,497.4,10,169,1.44,1,436.53,0.81,1,0,1,0,1,0,0,0,0
1/30/2001,81,370.24,20,86,1.14,0,67.72,1.17,0,1,1,0,1,0,0,0,1
1/31/2001,86,115.76,10,235,1.4,1,225.16,0.96,1,0,0,1,1,0,0,1,0
2/1/2001,84,424.86,10,337,1.25,0,426.77,1.05,1,0,1,0,0,1,0,1,0
2/2/2001,87,213.22,5,325,0.85,0,191.61,1.19,0,0,0,1,0,0,1,0,0
2/3/2001,84,27.71,10,175,1.1,1,142.03,1.15,0,1,0,0,0,1,1,0,0
2/4/2001,84,167.5,0,262,0.72,1,375.35,0.94,1,0,1,0,1,0,0,0,1
2/5/2001,84,384.14,20,386,1.19,0,206.38,0.99,0,0,0,1,1,0,0,0,0
2/6/2001,81,480.5,10,238,0.54,0,356.09,1.11,1,0,1,0,1,0,0,0,1
2/7/2001,76,145.31,10,234,1.33,0,71.93,1.1,0,0,1,0,1,0,1,0,0
2/8/2001,79,130.79,15,158,1.08,0,281.22,1.08,0,0,0,0,0,1,0,1,0
2/9/2001,74,286.17,20,101,0.56,1,195.94,0.8,0,1,0,1,0,0,0,1,0
2/10/2001,66,407.73,20,393,1.37,1,498.68,0.88,0,0,0,0,1,0,0,0,0
2/11/2001,71,375.8,10,390,1.38,0,299.78,0.89,1,0,0,0,1,0,0,0,1
2/12/2001,73,284.38,0,481,1.35,0,344.26,0.9,0,0,0,0,1,0,0,0,1
2/13/2001,67,319.38,15,384,1.27,1,74.21,0.84,0,1,0,1,0,0,0,0,1
2/14/2001,65,128.63,0,444,1.18,1,496.06,1.12,0,0,0,1,0,1,0,1,0
2/15/2001,71,221.96,10,150,0.9,0,35.19,0.94,1,0,1,0,0,0,0,0,0
2/16/2001,67,135.13,20,463,0.64,1,44.71,1.11,1,0,0,1,0,1,0,1,0
2/17/2001,66,443.36,20,365,0.79,1,47.11,1.17,0,1,0,0,1,0,0,0,0
2/18/2001,68,65.15,0,195,0.85,0,436.59,0.93,0,1,0,1,0,0,0,0,0
2/19/2001,76,343.07,5,425,0.86,0,367.01,0.98,0,1,1,0,0,0,0,0,1
2/20/2001,77,137.54,10,254,1.07,0,486.8,0.84,0,1,0,0,1,0,0,1,0
2/21/2001,76,243.03,20,224,0.71,0,42.61,0.92,1,0,1,0,0,0,0,1,0
2/22/2001,76,156.71,5,280,0.69,0,348.92,1.02,0,0,0,1,1,0,0,0,0
2/23/2001,80,168.39,20,175,1.22,1,271.3,0.87,0,0,1,0,1,0,0,1,0
2/24/2001,73,137.59,20,317,0.51,0,323.18,1.01,0,0,1,0,0,1,0,0,0
2/25/2001,63,378.87,5,483,0.65,0,261.33,0.93,0,0,0,1,0,1,0,1,0
2/26/2001,69,189.2,0,300,0.93,1,340.92,1.2,0,0,1,0,1,0,0,1,0
2/27/2001,75,365.91,10,407,0.65,1,454.46,0.95,0,0,0,1,1,0,0,0,0
2/28/2001,73,233.47,5,161,1.46,1,297.86,0.82,0,1,0,0,0,0,0,1,0
3/1/2001,80,278.15,5,89,1.17,1,449.24,0.99,1,0,1,0,1,0,0,0,1
3/2/2001,85,276.21,20,267,0.93,0,393.26,0.93,1,0,0,0,1,0,0,0,1
3/3/2001,87,488.17,5,285,0.61,0,433.81,0.95,1,0,0,1,0,0,1,0,0
3/4/2001,88,189.86,10,241,0.89,0,333.03,0.95,0,1,0,1,1,0,0,0,0
3/5/2001,90,111.77,0,324,1.15,1,264.12,1.15,1,0,1,0,1,0,0,0,1
3/6/2001,88,456.78,0,136,1.47,0,44.08,1,0,1,1,0,0,1,1,0,0
3/7/2001,88,95.67,0,289,0.97,1,419.1,0.9,1,0,0,1,1,0,0,0,0
3/8/2001,85,418.87,10,405,1.19,0,128.59,1.12,0,0,0,1,1,0,0,1,0
3/9/2001,82,83.61,20,204,0.7,1,27.96,0.98,0,0,0,0,0,0,0,0,0
3/10/2001,77,332.77,10,229,1.12,0,264.34,0.86,0,0,0,0,0,1,0,1,0
3/11/2001,74,83.76,5,129,0.74,1,319.93,1.2,0,1,1,0,0,1,0,0,0
3/12/2001,67,462.31,15,56,0.7,1,334.3,0.81,1,0,1,0,1,0,0,1,0
3/13/2001,67,286.85,15,300,1.01,0,338.16,1.08,0,0,1,0,0,1,0,0,0
3/14/2001,72,171.34,15,240,0.71,1,330.32,1.14,0,0,1,0,0,1,0,0,0
3/15/2001,76,78.76,0,126,1.22,1,406.01,0.94,0,0,1,0,0,1,0,0,1
3/16/2001,79,191.88,10,104,1.44,0,386.99,0.86,0,0,1,0,0,0,0,1,0
3/17/2001,84,355.46,10,253,0.89,0,408.29,0.97,0,1,1,0,0,0,0,0,0
3/18/2001,82,198.63,0,396,0.82,1,235.53,0.99,0,1,1,0,0,1,0,0,1
3/19/2001,78,130.59,5,208,0.68,0,40.78,1.2,1,0,0,0,0,1,0,0,1
3/20/2001,76,292.93,15,188,0.89,1,323.39,0.81,0,0,0,1,1,0,0,0,1
3/21/2001,76,214.73,15,450,1.06,1,113.01,1.06,1,0,0,1,0,1,0,1,0
3/22/2001,75,91.25,0,279,0.87,1,431.17,1.12,1,0,1,0,0,0,0,0,1
3/23/2001,79,85.45,15,371,1.12,0,363.62,1.05,0,0,0,1,1,0,1,0,0
3/24/2001,83,356.66,20,116,1.16,1,385.28,1.05,1,0,1,0,0,0,1,0,0
3/25/2001,83,487.59,10,147,0.6,0,150.35,1.15,0,0,0,0,0,0,0,0,0
3/26/2001,81,124.22,15,163,1.2,0,320.2,1.03,0,1,1,0,0,0,0,1,0
3/27/2001,74,388.84,15,465,1.4,1,268.76,1.15,1,0,0,0,0,0,1,0,0
3/28/2001,77,52.93,20,457,0.53,1,141.54,0.88,0,0,0,0,0,0,0,0,1
3/29/2001,77,196.97,5,62,1.05,0,407.99,1.01,0,1,0,0,1,0,1,0,0
3/30/2001,76,258.28,5,455,1.1,0,279.48,0.81,0,1,1,0,0,0,0,1,0
3/31/2001,76,141.69,20,196,1.21,1,103.49,1.12,1,0,0,0,0,1,1,0,0
4/1/2001,82,269.49,5,486,0.89,0,159.57,1.11,0,0,1,0,1,0,1,0,0
4/2/2001,77,442.48,0,271,1.32,1,121.28,1.02,1,0,0,0,0,1,1,0,0
4/3/2001,70,472.77,20,472,1.04,0,163.08,0.96,0,0,0,0,1,0,0,0,1
4/4/2001,72,59.27,10,70,0.91,1,102.2,0.95,0,1,0,1,0,1,0,0,1
4/5/2001,77,143.2,10,264,1.22,0,191.86,0.88,1,0,1,0,0,0,1,0,0
4/6/2001,75,489.78,10,193,1.43,0,350.05,0.97,0,0,0,1,0,1,0,0,1
4/7/2001,80,142.51,15,440,1.31,1,480.06,0.92,1,0,0,0,0,0,1,0,0
4/8/2001,82,349.43,20,389,1.43,0,113.16,1.03,0,0,0,1,1,0,1,0,0
4/9/2001,82,134.19,20,161,0.77,0,156.92,1.11,0,0,0,0,0,0,1,0,0
4/10/2001,79,184.62,5,431,0.62,1,11.06,1.08,1,0,0,1,0,1,0,0,0
4/11/2001,76,103.73,20,127,1.03,0,120.4,1.01,0,0,0,1,0,0,0,0,0
4/12/2001,65,429.59,20,203,0.54,0,215.04,1.18,0,1,1,0,0,0,0,0,0
4/13/2001,61,442.5,5,135,1.17,0,236.25,0.88,1,0,1,0,1,0,0,1,0
4/14/2001,61,155.49,20,410,0.74,0,140.5,1.06,0,0,0,1,0,0,0,1,0
4/15/2001,71,413.56,20,125,0.95,0,83.66,0.84,1,0,0,1,1,0,0,0,0
4/16/2001,79,185.54,0,418,1.16,0,285.9,1.07,1,0,1,0,0,1,0,0,1
4/17/2001,81,58.52,5,80,0.98,1,210.5,1.09,0,0,0,0,1,0,0,1,0
4/18/2001,83,381.46,0,409,0.74,0,218.87,1.11,1,0,0,0,0,1,0,0,0
4/19/2001,82,302.26,15,373,1.38,1,448.54,1.07,0,0,0,0,0,1,0,0,0
4/20/2001,80,144.45,5,217,1.26,0,285.11,0.85,0,0,0,0,0,0,0,0,0
4/21/2001,80,133.97,20,332,1.1,1,200.29,0.82,0,0,0,1,1,0,0,0,1
4/22/2001,81,488.06,20,442,1.2,1,134.36,1.09,0,0,0,0,0,1,1,0,0
4/23/2001,82,432.63,0,398,0.92,0,220.01,1.12,0,0,0,1,0,0,0,1,0
4/24/2001,81,406.8,0,269,0.88,1,432.32,0.81,0,1,0,1,0,0,1,0,0
4/25/2001,81,72.73,15,321,0.66,0,482.9,0.86,0,0,0,0,0,1,0,0,1
4/26/2001,74,380.04,15,249,1.3,0,194.84,1.12,1,0,0,0,0,0,1,0,0
4/27/2001,70,115.12,20,416,0.88,1,112.4,1.19,0,0,0,0,1,0,0,1,0
4/28/2001,66,488.92,10,162,1.19,1,458.11,1.01,1,0,1,0,0,1,0,0,1
4/29/2001,74,35.52,15,62,0.8,1,80.77,0.86,0,0,0,1,0,1,0,1,0
4/30/2001,69,182.55,20,109,1.3,1,155.72,0.93,0,1,0,0,0,0,0,1,0
5/1/2001,75,220.04,15,384,0.61,1,110.03,1.11,0,0,1,0,0,1,0,1,0
5/2/2001,80,413.86,5,237,1.13,0,287.26,1.02,0,0,0,1,0,1,0,0,0
5/3/2001,82,385.45,0,442,1.31,0,210.23,0.82,0,0,0,1,0,1,0,1,0
5/4/2001,75,193.75,20,486,1.16,1,150.71,0.92,0,1,0,1,1,0,1,0,0
5/5/2001,79,287.12,15,425,1.2,1,386.28,1.1,0,0,0,0,1,0,0,0,1
5/6/2001,74,419.44,0,430,1.03,1,335.42,0.93,1,0,0,0,1,0,0,0,0
5/7/2001,67,18.92,10,413,1.06,0,497.8,0.97,0,0,0,1,1,0,0,1,0
5/8/2001,69,403.07,15,337,0.57,1,162.87,1.16,0,0,0,1,0,0,0,1,0
5/9/2001,71,473.98,20,104,0.75,0,424.19,1.19,0,0,1,0,0,1,1,0,0
5/10/2001,73,25.71,5,292,1.22,0,158.23,1.1,0,0,1,0,1,0,0,1,0
5/11/2001,75,32.33,0,202,1.45,1,14.43,0.9,0,0,0,1,0,0,0,0,1
5/12/2001,75,178.81,0,218,1.04,0,83.94,0.9,0,1,1,0,1,0,0,1,0
5/13/2001,73,53.01,5,331,1.23,0,259.15,0.92,0,0,0,1,0,0,0,0,0
5/14/2001,77,244.85,20,158,1.18,1,406.9,0.86,0,0,1,0,1,0,0,1,0
5/15/2001,76,367.07,10,462,1.5,1,38.13,0.87,0,0,0,1,1,0,0,0,0
5/16/2001,80,287.78,5,433,1.3,0,417.69,0.9,0,0,0,0,0,1,0,1,0
